,news,type
511,"Lost Doors frontman movie found
The 1964 film shows the Doors frontman, who died aged 27 in 1971, playing the part of a young man who had been rejected by Florida State University.A coroner recorded a verdict of death by natural causes and his grave at the city's Pere Lachaise ceremony has become a shrine for fans.
He's so clean cut and soft-spoken,"" said Florida state archivist Jody Norman.",entertainment
512,"Dance music not dead says Fatboy
The commercial failure of the latest albums by Britain's two biggest dance acts - Fatboy Slim's Palookaville and The Prodigy's Always Outnumbered Never Outgunned - has been coupled with the closure of many ""superclubs,"" and the folding of three dance music magazines.Last month the Brit Awards announced they would no longer be awarding a Best Dance Act prize, with the Brits committee announcing that ""dance music is no longer where it's happening in music.""""I personally don't believe it's either dead or going to die, but it's going through a bit of a fallow patch.",entertainment
513,"Prince crowned 'top music earner'
unicode error",entertainment
514,"Spark heads world Booker list
Margaret Atwood (Canada) Saul Bellow (Canada) Gabriel Garcia Marquez (Colombia) Gunter Grass (Germany) Ismail Kadare (Albania) Milan Kundera (Czech Republic) Stanislaw Lem (Poland) Doris Lessing (UK) Ian McEwan (UK) Naguib Mahfouz (Egypt) Tomas Eloy Martinez (Argentina) Kenzaburo Oe (Japan) Cynthia Ozick (US) Philip Roth (US) Muriel Spark (UK) Antonio Tabucchi (Italy) John Updike (US) Abraham B Yehoshua (Israel)
Gabriel Garcia Marquez, Saul Bellow, Milan Kundera and John Updike also feature on the 18-strong list of world literary figures. 
 Dame Muriel Spark is among three British authors who have made the shortlist for the inaugural international Booker Prize.",entertainment
515,"Glasgow hosts tsunami benefit gig
unicode error",entertainment
516,"Lit Idol begins search for author
""I'm not going to be the Mr Nasty of books,"" said Cowell, 54, in reference to his brother's caustic remarks on TV shows Pop Idol and The X-Factor.""It's very, very hard to find an agent and extremely difficult, without an agent, to get a publisher to look at your work,"" said Cowell.Paul Cavanagh, a former university professor and health care consultant from Ontario in Canada, was one of 1,466 aspiring novelists to enter the first contest.",entertainment
517,"Tautou film tops Cesar prize nods
Other films in the best film category include Police drama 36, Quai Des Orfevres, Arnaud Desplechin's Kings And Queen, Abdellatif Kechiche's L'Esquive and France's number one film at the 2004 box-office The Chorus.But Alain Terzian, president of Cesar organisers, the Academie des Arts et Techniques du Cinema, said the changes in eligibility rules, which allow films ""of French expression"", were made three months prior to the court decision. 
 French film A Very Long Engagement has received 12 nominations for France's Cesar film awards, despite a recent ruling it was ""not French enough"".",entertainment
518,"Arnold congratulated on Oscar win
""The UK Film Council spends millions of pounds of lottery investment on short filmmaking in Britain every year,"" said chief executive officer John Woodward.It stars actress Nathalie Press, who appeared in the Bafta-winning drama My Summer Of Love, as a single mother who is forced to take drastic action when she is invited on a date and is unable to find a babysitter to look after her four daughters.Wasp, which was commissioned by the Film Council and Channel 4, beat films by fellow UK nominees Gary McKendry and Ashvin Kumar to the prize.",entertainment
519,"Obituary: Dame Alicia Markova
Soon after Diaghilev's death in 1929, Alicia Markova returned to England and became Britain's first international ballerina. 
 Dame Alicia Markova, who has died in Bath aged 94, was the UK's first prima ballerina of the modern age, and, in her heyday, the greatest in the western world.A critic once said of Dame Alicia Markova's dancing: ""She gave the illusion of moving as if she had no weight to get off the ground.""",entertainment
520,"Rock group Korn's guitarist quits
""Anger is a good thing, and if kids want to listen to Korn, good, but there's happiness after the anger,"" he told his local radio station in Bakersfield.The remaining members of Korn, who are known for their hardcore brand of rock, said they hoped Welch ""finds the happiness he is looking for"".Their best performance to date in the UK has been 2002's Here To Stay, which reached number 12, while their album Untouchables, released in the same year, made it to number four.
",entertainment
521,"OutKast win at MTV Europe Awards
Linkin Park singer Chester Bennington described their prize for best rock band as ""quite an honour"" while Muse said their win for best alternative act was ""a real surprise for us"".Referring to the fact that winners of 11 of the 12 main awards were from the US, Muse singer Matt Bellamy said: ""There needs to be more European bands."" 
 US hip-hop duo OutKast have capped a year of award glory with three prizes at the MTV Europe Music Awards in Rome.",entertainment
522,"Pop band Busted to 'take a break'
They won best pop act and best breakthrough act at the 2004 Brit Awards and were nominated for best British group.A statement from the band's record company Universal said frontman Charlie Simpson planned to spend some time working with his other band, Fightstar. 
 Chart-topping pop band Busted have confirmed that they plan to ""take a break"", following rumours that they were on the verge of splitting.",entertainment
523,"U2's desire to be number one
The band have done ""everything in their considerable powers"" to ensure they remain the biggest band in the world, according to Q magazine editor Paul Rees.Vertigo, the first single from the new album, went straight into the UK singles chart at number one, knocking Eminem off the top spot and giving them their 26th top 10 hit.Songs like Sunday Bloody Sunday and New Year's Day brought success and an image as a political and spiritual band - which Bono rejected as a cliche.",entertainment
524,"US composer recreates Bach score
""It sounds like Bach's music, but the listener should not know which part is Bach's and which part is mine.""""I could not reconstruct what Bach wrote but I could give the people of today an idea of what his music was like,"" he said.The instrumental parts were entirely lost except for two recycled movements, a duet and an aria which had been used elsewhere in Bach's work.",entertainment
525,"Glastonbury fans to get ID cards
When the ID card idea was floated, Mr Eavis' daughter Emily said it would be ""quite a big step in terms of ticketing for events"" if implemented and they were ""going as far as we can"" to cut touting.""As long as it's approached in the right way, it might really work, it might really change the system,"" she said.More than 153,000 people are expected to travel to Mr Eavis' Somerset farm from 24-26 June, but the event's rising popularity has meant an extremely high demand for tickets in recent years.",entertainment
526,"Disputed Nirvana box set on sale
It was blocked by Courtney Love, the widow of Nirvana frontman Kurt Cobain, who did not want unreleased song You Know You're Right on the box set.The legal fight centred on a studio recording of the unreleased track You Know You're Right, regarded by fans as one of the unreleased gems of Nirvana. 
 A box set featuring 68 unreleased Nirvana tracks has gone on sale in the US, after years of legal wrangles.",entertainment
527,"Richard and Judy choose top books
""It was very hard to follow last year's extremely successful list, but we think this year's books will do even better,"" said Richard and Judy executive producer Amanda Ross. 
 The 10 authors shortlisted for a Richard and Judy book award in 2005 are hoping for a boost in sales following the success of this year's winner.The TV couple's interest in the book world coined the term ""the Richard & Judy effect"" and created the top two best-selling paperbacks of 2004 so far.",entertainment
528,"Fockers retain film chart crown
unicode error",entertainment
529,"Eminem beats Elvis to number one
 
 Rapper Eminem has denied Elvis his fourth number one of the year, after his song, Like Toy Soldiers, stormed to the top of the singles charts.Last week's number one, Elvis's It's Now or Never, slipped 13 places to number 14, but all five of his re-released songs are in the Top 40.In the album charts, Athlete's latest offering Tourist claimed the top spot, toppling the Chemical Brother's Push The Button Down, which fell to number six.
",entertainment
530,"Eminem secret gig venue revealed
Eminem performed on HMS Belfast on Friday, which is docked on the River Thames, where he filmed two songs for BBC One's Top of the Pops.The rapper was criticised earlier this year after a performance on BBC One's Top of the Pops in April led 12 viewers to complain he was ""lewd"" and ""offensive"". 
 Rapper Eminem is to play an intimate gig in London on Saturday, following a show on the River Thames on Friday.",entertainment
531,"Legendary music studio to close
Other well-known albums to be recorded or partially recorded at the studio include Bruce Springsteen's Born In The USA, the Rolling Stones' Emotional Rescue and Paul Simon's Graceland.Michael Jackson, Billy Joel, Jay-Z and Beyonce are also among artists who have used the Hit Factory in the past, as well as 50 Cent who survived an attempt on his life as he left the premises in 2000.The studio made history in 1994 when it won a record 41 Grammy nominations for songs recorded, mastered or mixed there, including the soundtrack to the Whitney Houston film The Bodyguard.
",entertainment
532,"Mumbai bombs movie postponed
They previously asked that a line from the movie's poster, which claimed the film portrayed ""the true story of the Bombay bomb blasts"", be removed.Their lawyer, Majeed Memon, said: ""We had argued that how can a film say it is telling the true story when the court itself is struggling to find the truth?Investigating the blasts which killed more than 250 people and wounded 1,000, the film Black Friday had been due to open across India on Friday.",entertainment
533,"U2 to play at Grammy awards show
U2 had number one success in the album charts on both sides of the Atlantic in November when their latest studio album, How to Dismantle an Atomic Bomb, topped the US and UK charts.Other acts to play include soul singer Alicia Keys, country singer Tim McGraw and punk band Green Day at the event on 13 February in Los Angeles.The band, who are also dominated for best international album at this year's Brit Awards, are to undertake a major world tour this year, their first for four years.
",entertainment
534,"India to deport Bollywood actress
""We issued notices last year, in view of which she had gone back to Norway, but she has returned again this year to work.""""She was on a visitor's visa but she has engaged in several commercial ventures,"" he said.Bipin Bihari, deputy police chief in Bombay, said Khan was being sent back to Norway, from which she holds a passport, on the first available flight.",entertainment
535,"New York rockers top talent poll
 
 New York electro-rock group The Bravery have come top of the BBC News website's Sound of 2005 poll to find the music scene's most promising new act.Other pundits to take part in the survey included BBC Radio 1 DJ Trevor Nelson, NME editor Conor McNicholas, Top of the Pops presenter Fearne Cotton, Glastonbury organiser Emily Eavis and BBC Radio 2 music editor Colin Martin.Chris Hawkins, host of BBC 6 Music's chart show, said the band had ""great guitars and a mastery of the electro-clash sound"".",entertainment
536,"Buffy creator joins Wonder Woman
""There's no one better than Joss to adapt the legendary Wonder Woman comic book character created in the 1940s into a dynamic feature film for 21st Century audiences,"" said Silver.""Wonder Woman was the first great female superhero to emerge from comic books and later inspire millions of fans in her television incarnation... but this groundbreaking heroine has yet to be reinvented for the feature film arena.""Joss Whedon described the DC Comics character as ""the most iconic female heroine of our time"".",entertainment
537,"Ethnic producers 'face barriers'
The research recommended that minority ethnic led companies could benefit from such positive actions as career training and business advice, plus improved communication within the film and TV sectors.A minority ethnic led company is defined as one in which the majority of decision-making power rests with an individual or individuals from a minority ethnic group. 
 Minority ethnic led (Mel) production companies face barriers in succeeding in the film and television industries, research has suggested.",entertainment
538,"Oscars steer clear of controversy
While he said the Oscar voting panel were not ""snubbing"" Moore's film, he thought it was unlikely a documentary could ever seriously compete in a best film category.""They tend to go for films like Titanic, Gladiator, and the Lord of the Rings, films with scale that often aren't too contentious,"" he said.Moore's caustic documentary may have been affected by its distributors' decision to enter it in the best picture category, rather than best documentary, says Tim Dams, the news editor of trade magazine Screen International.",entertainment
539,"Downloads enter US singles chart
A spokesman for the British Phonographic Industry (BPI) said the first combined UK download and sales chart was due to be compiled ""within the first half of this year"".Digital sales in the US are already used to compile Billboard's Hot Digital Sales chart.Its second new chart - the Pop 100 - also combines airplay, digital and physical sales but confines its airplay information to US radio stations which play chart music.",entertainment
540,"Byrds producer Melcher dies at 62
The son of actress Doris Day, he helped write Kokomo for the Beach Boys, which was used in the movie Cocktail, earning a 1988 Golden Globe nomination.Earlier in his career, Melcher had hits as part of duo called Bruce & Terry, with future Beach Boy Bruce Johnston, which evolved into the Rip Chords group. 
 Record producer Terry Melcher, who was behind hits by the Byrds, Ry Cooder and the Beach Boys, has died aged 62.",entertainment
541,"BBC to pour £9m into new comedy
Jane Lush, controller of entertainment commissioning, said, ""Entertainment and comedy are incredibly important to our audiences; I'm confident these changes will help us get the very best programmes on screen.""""A strong independent sector and a flourishing in-house production base are not mutually exclusive and will stimulate the competition that will deliver the best ideas to the audience,"" she said.
Director of television Jana Bennett said the changes were about ""getting the best ideas on screen as efficiently and effectively as we can"".",entertainment
542,"Brits return Keane to number one
 
 Brits success has helped return Keane's award-winning album Hopes and Fears back to the top of the UK album chart.The debut album, which took the best British album title at the Brits on Tuesday, moved up seven places from number eight to number one.Last week's number one album Tourist, by Athlete, fell to number three.
",entertainment
543,"Fightstar take to the stage
 
 Charlie Simpson took his new band Fightstar to the stage on Friday night, just hours after officially announcing his departure from pop band Busted.Less impressed were fellow students Ryan Crabbe and Gordon Rennie, who observed, ""With Fightstar, Charlie has clearly progressed from Busted's sound, but they're still not very inspiring.""All three band members stressed that the break up was amicable, although Bourne admitted he was ""devastated"" to hear of Simpson's departure.",entertainment
544,"Deal to ban 'homophobic' reggae
The Stop Murder Music campaign saw protesters picket gigs, resulted in Sizzla's UK tour being cancelled in November, forced Mobo award organisers to drop artists from nominations and saw Beenie Man dropped from an MTV show in August.The protests had been led by the Stop Murder Music coalition, an umbrella group including OutRage!, the Black Gay Men's Advisory Group and Jamaican movement J-Flag.""The reggae industry will work with the artists while still maintaining their freedom of speech and artistic freedom,"" according to media and PR strategist Glen Yearwood, who is representing the reggae industry.",entertainment
545,"Film row over Pirates 'cannibals'
 
 Plans to portray Dominica's Carib Indians as cannibals in the sequel to hit film Pirates of the Caribbean have been criticised by the group's chief.Carib Chief Charles Williams said talks with Disney's producers revealed there was ""a strong element of cannibalism in the script which cannot be removed"".""Our ancestors stood up against early European conquerors and because they stood up...we were labelled savages and cannibals up to today,"" said Mr Williams.",entertainment
546,"Brit awards for Devon music acts
Muse, whose members met in south Devon, beat Franz Ferdinand, Jamie Cullum, Kasabian and The Libertines for best British live act.Indie Rock group Muse consists of Matthew Bellamy, Chris Wolstenholme and Dominic Howard who met in their early teens in Teignmouth, south Devon.Seventeen-year-old Stone, from near Cullumpton, won two awards: best British female act, and best urban act out of three award nominations.",entertainment
547,"Queen recruit singer for new tour
Rodgers was singer with early 1970s rockers Free, who had a global hit with All Right Now, before forming Bad Company, a successful ""supergroup"" with members of King Crimson and Mott the Hoople. 
 The remaining members of rock band Queen are to go on tour next year with former Free and Bad Company singer Paul Rodgers taking Freddie Mercury's place.""The show went so incredibly well from our point of view, and we got so many rave reactions from out there, we decided almost then and there that we would look at a tour together,"" May wrote.",entertainment
548,"Oasis star fined for German brawl
The fight continued outside, where ""one of the officers was kicked in the chest with full force by Liam Gallagher... and suffered minor injuries"", they said.
That led to one of the group being ""jostled"" and falling onto the table of five Italian guests - causing the fight, they said. 
 Oasis singer Liam Gallagher has been fined 50,000 euros (£35,000) after a fight in a German hotel two years ago.",entertainment
549,"Tarantino to direct CSI episode
CSI's co-producer, Carol Mendelsohn, said the episode would have ""more bugs and blood"" than usual.Ms Mendelsohn said the production team had been trying for a while to get Tarantino to direct an episode of CSI, and added that he was a fan of the forensic drama.She said he finally agreed a few weeks ago while CSI was doing some location shooting in Las Vegas and the show's stars persuaded him.",entertainment
550,"Campaigners attack MTV 'sleaze'
""Compared to broadcast television programmes aimed at adults, MTV's programming contains substantially more sex, foul language and violence - and MTV's shows are aimed at children as young as 12.The watchdog decided to look at MTV's programmes after Janet Jackson's infamous ""wardrobe malfunction"" at last year's Super Bowl.The Parents Television Council (PTC), which monitors violence and sex on TV, said the cable music channel offered the ""cheapest form"" of programming.",entertainment
551,"Public show for Reynolds portrait
Joshua Reynolds: The Creation of Celebrity will feature prints, caricatures, and sculpture by the 18th Century artist, who painted some of the most famous personalities of his day.Sir Joshua painted him after his arrival in 1774, and it became the artist's most famous work after it was first exhibited at the Royal Academy in 1776.
The Tate Gallery unsuccessfully tried to buy the picture from its anonymous owner after a ban was issued preventing the painting from leaving the UK.",entertainment
552,"Sky takes over Oscar night mantle
""BBC viewers will of course be able to watch quality coverage of the 2005 Academy Awards on the BBC's bulletins and news programmes,"" a spokesman said.Sky said it was ""honoured to have won exclusive broadcasting rights"" and promised to cover the event ""in a way no other broadcaster could"".""We are honoured to have won the live and exclusive broadcasting rights for The Academy Awards,"" said Sky Networks' Sophie Turner Laing.",entertainment
553,"Roundabout continues nostalgia trip
I believe that Childrens classics should be left well alone, and I will not be surprised if the Magic Roundabout does not do well at the Box Office, especially since it will be going up against The Spongebob Squarepants movie, popular among children because it's original, witty, and modern.It maybe that to an audience who have never seen the originals they can watch them without prejudice, but to people who have grown up with all these shows such as Thunderbirds and Magic Roundabout which are part of our childhood, they are never going to live up to expectation.I have fond memories of Bod (not least of which because I look like him) and would like to see someone attempt to make it into a film.",entertainment
554,"Ten-year tragedy of missing Manic
The band play a concert in the Cuban capital, Havana - the first contemporary western rock band to play there.The remaining Manic Street Preachers members continue to pay a quarter of the band's royalties into an account held in his name.
The Manic Street Preachers may only have become stadium-conquering rock giants since his disappearance - but Edwards was the figurehead for their first, dangerous and dazzling incarnation.",entertainment
555,"Row threatens Hendrix museum plan
""The mayor is going to go down as the mayor who destroyed Jimi Hendrix's house,"" said Ray Rae Marshall of the James Marshall Hendrix Foundation.""We never said, 'You can own this property,'"" said John Franklin, chief of its operations department.Mr Goldman said the authority had promised the house could remain on its new site and be turned into a memorial and community centre.",entertainment
556,"Pupils to get anti-piracy lessons
He said as well as educating children about music piracy, it would also protect young people planning a career in the music industry from ""unscrupulous"" individuals.At a debate in London to launch the scheme, Chambers said: ""I think it is important that young people receive practical and engaging learning in schools.Silvas said: ""I think it is so important that students gain an understanding of how the music industry works when they are at a young age.",entertainment
557,"Top of the Pops leaves BBC One
 
 The BBC's flagship pop music programme Top of the Pops is to move from BBC One on Fridays to Sundays on BBC Two.The corporation said the new show ""aims to appeal to a diverse audience of music lovers"".BBC Two controller Roly Keating: ""It's an exciting new era for Top of the Pops.",entertainment
558,"How the Academy Awards flourished
The first time it is thought to have been used in print was when columnist Sidney Skolsky used it to describe Katherine Hepburn's first best actress win in 1934.Frank Capra was the butt of one major gaffe in 1934 when the host opened out best picture envelope and declared ""come on up and get it, Frank"" to which Frank Capra bounded up to the stage before realising that he had meant Frank Lloyd had won for Cavalcade.For the first 10 years or so, the winners list was handed to the newspapers so they could publish them at 11pm, but in 1940 the winners were published in the Los Angeles Times at 8.45pm meaning guests entering the ceremony knew already knew the results.",entertainment
559,"Arthur Hailey: King of the bestsellers
The writer was known for his painstaking research into the professions around which each novel was centred, drawing his characters ""from real life"" and taking up to three years to produce each book.Flight into Danger was adapted to become Hailey's first novel, Runaway Zero-Eight in 1958.The 1997 novel Detective proved to be Hailey's final book, when at the age of 77 he decided to retire.",entertainment
560,"Church urges Nelly show boycott
""It would appear that with ticket sales over 5,000, many others have expressed their right to find Nelly's music entertaining and worth spending their time and money on,"" he said. 
 Church ministers are trying to prevent rapper Nelly performing in Arkansas, saying they do not want his ""vile and filthy lyrics"" in their town.More than 20 Jonesboro ministers urged music fans to boycott Nelly's 12 March concert at Arkansas State University in a bid to have it cancelled.",entertainment
561,"De Niro film leads US box office
unicode error",entertainment
562,"Hard act to follow for OutKast
1Xtra's G Money says it took the latest album, released in 2003, for him to be ""assured of their genius"".G Money, a presenter on the BBC's urban music station 1Xtra, thinks a hiatus is inevitable after such a sustained period of exposure - giving the band time to think about other interests.The Georgia pair's year of critical and commercial triumph leaves them with a tough act to follow - what can be next for a musical act that has done it all?",entertainment
563,"Oscar nominees lack pulling power
unicode error",entertainment
564,"US charity anthem is re-released
More than 40 stars sang as group USA For Africa, including Lionel Richie, Diana Ross, Ray Charles, Bob Dylan, Michael Jackson and Bruce Springsteen. 
 We Are The World, the American charity anthem inspired by the success of Band Aid, has been re-issued to raise money for Aids research and tsunami victims.The single was originally released in the US on 7 March 1985 and sold 800,000 copies in its first week.",entertainment
565,"Star Trek fans fight to save show
 
 Star Trek fans have taken out a full-page ad in the Los Angeles Times in an attempt to persuade TV executives not to scrap Star Trek: Enterprise.Star Trek: Enterprise began in 2001 following other Star Trek spin-off series The Next Generation, Deep Space Nine and Voyager.
Enterprise stars former Quantum Leap actor Scott Bakula as Captain Archer and is set before the original 1960s Star Trek series.",entertainment
566,"Singer Ian Brown 'in gig arrest'
Mr Smernicki said he had been told a fan ""rugby-tackled"" the singer during the gig, which resulted in ""pushing and shoving"".Brown then got into a brawl with another man who tried to restrain him - without realising he was a security guard, Mr Smernicki added.But he was released without charge and ""as far as we're aware, that's the end of it"", Mr Smernicki added.",entertainment
567,"US box office set for record high
Sony Pictures, responsible for hits like Spiderman 2 and The Grudge, are expected to top domestic market share for the second time in three years, with $1 billion-plus in sales for the third consecutive year. 
 Ticket sales at the US box office are predicted to break records this year, with figures expected to reach $9.4 billion, beating 2002's all-time high.According to Exhibitor Relations President Paul Dergarabedian, the average cost of a cinema ticket could be as high as $6.25 in 2004, compared to $5.80 in 2002.",entertainment
568,"Children vote Shrek 2 best film
Schools' Factual (primary) - Thinking Skills: Think About It - Hiding Places
 
 Schools' Factual (secondary) - In Search of the Tartan Turban
 
 Pre-School Live Action - Balamory
 
 Animation - Brush Head
 
 Drama - Featherboy
 
 Factual - Serious Desert Interactive Bafta - King Arthur International category - 8 Simple Rules for Dating my Teenage Daughter
 
 Young UK film fans voted animated Hollywood hit Shrek 2 best film at the children's Bafta awards on Sunday.Former Playschool presenter Floella Benjamin was awarded the Special Award for outstanding creative contribution to children's film and television.",entertainment
569,"Casino Royale is next Bond movie
 
 Casino Royale, author Ian Fleming's first James Bond book, is to be the next Bond film, with Goldeneye director Martin Campbell behind the camera.Casino Royale was turned into a spoof spy movie by John Huston in 1967, with David Niven in the lead role.Kill Bill director Quentin Tarantino had talked of wanting to take on the Casino Royale project, and said he had spoken to Brosnan about it.",entertainment
570,"Jungle TV show ratings drop by 4m
Pasquale had been the show's hottest ever favourite to win, and its hosts Anthony McPartlin and Declan Donnelly, known as Ant and Dec, said Monday's deciding vote was the closest in the programme's history. 
 The finale of ITV1's I'm a Celebrity... Get Me Out of Here drew an average of 10.9m viewers - about four million fewer than the previous series.Before joining I'm a Celebrity, he had signed up to play Jack in Jack and the Beanstalk in Birmingham, and tickets for the show have become increasingly popular since he joined the TV show.",entertainment
571,"Music mogul Fuller sells company
Mr Sillerman's deal to buy the Presley estate sees him control the operation of Graceland, as well as money from the late star's music and films. 
 Pop Idol supremo Simon Fuller has sold his 19 Entertainment company to an US entrepreneur in a $156m (£81.5m) deal.Robert Sillerman's Sports Entertainment Enterprises, which is to be renamed CFX, recently also bought an 85% share in the estate of Elvis Presley.",entertainment
572,"EastEnders 'is set for US remake'
BBC comedy Coupling was remade with a US cast, but lost its primetime slot on the NBC network due to disappointing ratings.EastEnders' head writer Tony Jordan and music mogul Simon Fuller are involved in the project, according to reports in the Hollywood Reporter trade newspaper. 
 Plans to create a US soap based on the BBC's EastEnders have reportedly been drawn up by the Fox TV network.",entertainment
573,"Veteran comic Cyril Fletcher dies
Fletcher will be remembered for his ""odd odes"" and amusing misprints on TV show That's Life in the 1970s and 80s, as well as a long variety career.He went on to become a regular voice on radio, have a string of TV shows in the 1950s and appear in several films, including 1947's Nicholas Nickleby.In the mid-1990s, Fletcher said he had made a ""fabulous living"" since the age of 22 and had never had a day out of work.",entertainment
574,"Willis sues over movie 'injury'
The lawsuit said Revolution Studios and special effects foreman Joe Pancake ""had a duty to Willis to ensure that the squibs were inspected, set up, placed and detonated in a safe manner, and to employ technicians who were trained and competent in their use"".
While Willis does not seek specific monetary damages, the lawsuit noted that the star ""was required to and did employ physicians and other medical personnel"".The lawsuit said Willis has endured ""extreme mental, physical and emotional pain and suffering.""",entertainment
575,"Rocker Doherty in on-stage fight
The music resumed minutes later but after several more songs, the singer appeared to accidentally disconnect Walden's guitar, leading the pair to trade kicks and punches.He is out on £50,000 bail and the judge agreed to extend his 2200 GMT curfew deadline by two hours so he could play the Brixton gig.Doherty appealed to fans to calm down, saying: ""There's a few people getting hurt down the front, you've got to move back.""",entertainment
576,"Ray DVD beats box office takings
Ray's success on DVD outstripped its $74m (£40m) US box office total, earning more than $40m (£22m) on the first day of the DVD's release alone.Foxx's critically acclaimed performance as Ray has already earned him a Screen Actors Guild Award for best actor, as well as a prestigious Golden Globe. 
 Oscar-nominated film biopic Ray has surpassed its US box office takings with a combined tally of $80m (£43m) from DVD and video sales and rentals.",entertainment
577,"Goodrem wins top female MTV prize
As well as best female, Goodrem also took home the Pepsi Viewers Choice Award, whilst Green Day bagged the prize for best rock video for American Idiot.Local singer and songwriter Missy Higgins took the title of breakthrough artist of the year, with Australian Idol winner Guy Sebastian taking the honours for best pop video.Goodrem, Green Day and the Black Eyed Peas took home two awards each.",entertainment
578,"iTunes now selling Band Aid song
But the single is now on sale for 79p - the usual cost of a song from iTunes - with Apple donating a further 70p to the charity for each song downloaded.More than 72,000 copies of the new Band Aid single were sold on its first day of release on Monday, according to sales figures. 
 Ipod owners can now download the Band Aid single from iTunes after Apple reached agreement with the charity.",entertainment
579,"Beatles suits sell for $110,000
unicode error",entertainment
580,"DJ double act revamp chart show
""Radio 1's chart show is an institution and remains the station's single most popular show,"" says JK, also known as Jason King. 
 DJ duo JK and Joel are taking over BBC Radio 1's flagship chart show on Sunday, adding showbiz news, celebrity interviews and between-song banter.""So listeners will get the advantage of both our music tastes,"" says King, 30, who describes outgoing host Butters as ""an extremely professional and competent broadcaster"".",entertainment
581,"Doves soar to UK album summit
In the album chart, operatic quartet Il Divo's eponymous debut rose 23 places to number six, while crooner Tony Christie's Definitive Collection is a new entry at number 10, making it the highest-charting album of the singer's career.
The latest Elvis Presley re-release, (Marie's The Name) His Latest Flame, entered the chart at number three, one place ahead of Girls Aloud's Wake Me Up.Futureheads' cover of Kate Bush's Hounds of Love entered the chart at number eight, while Usher's Caught Up was a new entry at number nine.",entertainment
582,"TV station refuses adoption show
unicode error",entertainment
583,"Snow Patrol feted at Irish awards
 
 Snow Patrol were the big winners in Ireland's top music honours, the Meteor Awards, picking up accolades for best Irish band and album on Thursday.Snow Patrol will support U2 on their European tour later this year - but U2 were not nominated for best Irish band and album.
The 8,000 fans at the ceremony were treated to performances from US rapper Snoop Dogg, Brian McFadden with Delta Goodrem and The Thrills featuring Rolling Stones star Ronnie Wood.",entertainment
584,"US TV host Clark suffers stroke
His popular music show American Bandstand was first broadcast in 1952, and attracted an audience of 20 million people after it was picked up by ABC in 1957.Clark, who produces the Golden Globe and American Music Awards, disclosed last year that he was suffering from diabetes.The presenter said that he is ""hopeful"" of getting better in time to lead the festivities in New York's Times Square.",entertainment
585,"Holmes wins '2004 top TV moment'
Double gold medal winner Holmes topped the best sports moment category, beating Maria Sharapova's Wimbledon triumph and Matthew Pinsent's rowing victory at the Olympics.The sight of former royal correspondent Jennie Bond with dozens of rats crawling over her in ITV's I'm a Celebrity Get Me Out of Here was named best factual entertainment moment.Holmes' 800m gold medal victory beat favourite moments from drama, comedy and factual programmes, as voted by television viewers.",entertainment
586,"Baby becomes new Oscar favourite
In the supporting categories, Cate Blanchett is tipped to win for her performance as Katharine Hepburn in The Aviator, while Morgan Freeman is favourite to take home his first ever Oscar, for Million Dollar Baby. 
 Clint Eastwood's boxing drama Million Dollar Baby has become the new favourite to win best picture at the Oscars on Sunday.Its star Hilary Swank is favourite to win best actress while Jamie Foxx is tipped to win best actor for Ray.",entertainment
587,"France set for new Da Vinci novel
The film, to be directed by A Beautiful Mind's Ron Howard, is due to start filming at the Paris museum in May and stars Hanks alongside French actress Audrey Tautou.
On his website, Brown wrote: ""I think the reason Angels and Demons is raising eyebrows right now is that it opens some Vatican closets most people don't even know exist.Angels and Demons is set mainly in Rome as symbologist Robert Langdon follows a 400-year-old trail to try to uncover a plot by an ancient brotherhood, The Illuminati, to blow up the Vatican.",entertainment
588,"Super Size Me wins writers' award
Helen Steel and David Morris, from north London, dubbed the ""McLibel Two"", were found guilty in a 1990s trial of libelling the company in a leaflet they had been handing out At the end of the case the High Court in London ruled McDonald's had been libelled and awarded the company £60,000 in damages, later reduced to £40,000 on appeal.Spurlock was given his award on the same day the European Court of Human Rights ruled that two UK activists should have been given legal aid in their long fight against a McDonald's libel action.Producer Brian Grazer presented the award to Spurlock and the film's backers, Roadside Attractions, Samuel Goldwyn Films and Showtime Independent Films.",entertainment
589,"&#163;1.8m indecency fine for Viacom
The payment is not related to the FCC's $550,000 (£293,000) fine levied against Viacom after the exposure of singer Janet Jackson's breast during the CBS Super Bowl halftime show in January.The FCC was looking into 50 shows, including those by ""shock jock"" Howard Stern and two New York DJs.The agreement cancels investigations into about 50 radio and television shows, said Richard Diamond, FCC deputy secretary of communications.",entertainment
590,"US 'to raise TV indecency fines'
Last year's Janet Jackson 'wardrobe malfunction' encouraged the FCC to impose tougher rules, but the US Congress adjourned last year without agreeing on a new level of fines.The exposure of Janet Jackson's breast at last year's Superbowl landed CBS with a $550,000 (£293,264) fine.A Republican senator from Kansas, Sam Brownbeck, is set to call for a maximum $3 million (£1.6 million) fine for repeated violations.",entertainment
591,"Stars shine on Bafta red carpet
Keanu Reeves, who presented the best actress award, said being on the red carpet was an ""exciting"" part of his job.British actor Clive Owen, who has won a Golden Globe and a Bafta for his supporting role in Closer, said it ""meant a lot"" to be at the ceremony.Actor Christian Slater, who is currently starring in One Flew Over The Cuckoo's Nest in London's West End, was greeted by cries of ""Christian, Christian"" by the ever vocal crowd.",entertainment
