,news,type
122,"Dollar gains on Greenspan speech
 
 The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.""I think the chairman's taking a much more sanguine view on the current account deficit than he's taken for some time,"" said Robert Sinche, head of currency strategy at Bank of America in New York.China's currency remains pegged to the dollar and the US currency's sharp falls in recent months have therefore made Chinese export prices highly competitive.",business
123,"In recent months News Corp's News International unit, which publishes The Sun and the News of the World, the Guardian Media Group, Trinity Mirror and the Daily Mail & General Trust have all announced substantial investments in new printing plants.
""Managers have torn up agreed procedures and kicked staff in the teeth by sacking people to pay for printing facilities,"" said Jeremy Dear, NUJ General Secretary.""Journalists are the lifeblood of any newspaper, and maintaining the quality of The Daily Telegraph and The Sunday Telegraph for our readers is vital,"" he said.",business
124,"Chinese wine tempts Italy's Illva
 
 Italy's Illva Saronno has agreed to buy 33% of Changyu, the largest wine maker in China.Yantai State Asset Management Bureau - a government agency in the north-eastern city of Yantai - owns 55% of Changyu.Changyu said in a statement to the Shenzhen stock exchange that Illva will pay 481.42m yuan ($58.16m; £30.7m), once the government approves the deal.",business
125,"Consumer spending lifts US growth
 
 US economic growth accelerated in the third quarter, helped by strong consumer spending, official figures have shown.""It's a pretty good growth rate, but it may not be good enough to create enough jobs,"" said Robert Brusca, chief economist at Fact and Opinion Economics in New York.However, President Bush is expected to point to Commerce Department figures showing that consumer spending grew at 4.6% in the third quarter, up from just 1.6% in the second, as evidence that his policies are generating solid growth.",business
126,"Deutsche Telekom sees mobile gain
 
 German telecoms firm Deutsche Telekom saw strong fourth quarter profits on the back of upbeat US mobile earnings and better-than-expected asset sales.T-Mobile USA, the company's American mobile business, made a strong contribution to profits.Sales of stakes in firms including Russia's OAO Mobile Telesystems raised 1.17bn euros.",business
127,"South Korea's consumer credit market has been slowly recovering from a crisis in 2002 when a credit bubble burst and millions of consumers fell behind on their debt repayments.They had threatened to delist the company, a move which would have triggered massive debt redemptions and forced the company into bankruptcy, unless agreement was reached on its future funding.""LG Card will not need any more financial aid after this,"" Laah Chong-gyu, executive director of Korea Development Bank - one of the firm's creditors - said.",business
128,"""[The unemployment figures] show the main problem of the French economy: we have growth but without an improvement in employment,"" said Marc Touati, an economist at Natexis Banques Populaires.""[Oil prices] will weigh on consumer spending in the short term, and potentially on confidence,"" he said.Weak data buffets French economy
 
 A batch of downbeat government data has cast doubt over the French economy's future prospects.",business
129,unicode error,business
130,"US gives foreign firms extra time
 
 Foreign firms have been given an extra year to meet tough new corporate governance regulations imposed by the US stock market watchdog.""I don't underestimate the effort (compliance) will require... but this extension will provide additional time for those issuers to take a good hard look at their internal controls,"" said Donald Nicolaisen, the SEC's chief accountant.
The SEC said it had taken into consideration the fact that foreign companies were already working to meet more onerous financial reporting rules in their home countries.",business
131,"The Commission's controversial 2002 ruling gave ""protected designation of origin"" status to feta cheese made in Greece, effectively restricting the use of the feta name to producers there.""We have never tried to pull the wool over anyone's eyes - it's very clear from the label that it's Yorkshire feta.""Denmark is Europe's second largest producer of feta after Greece - producing about 30,000 tonnes a year - and exports its products to Greece.",business
132,"US company admits Benin bribery
 
 A US defence and telecommunications company has agreed to pay $28.5m after admitting bribery in the West African state of Benin.Shortly after the poll, which Mr Kerekou won, Benin officials agreed to quadruple Titan's management fee.The SEC had accused Titan of illegally paying $2.1m to an unnamed agent in Benin claiming ties with President Kerekou.",business
133,unicode error,business
134,"Ukraine may find it has a sympathetic ear in Brussels ""The EU has reiterated that we support (Ukraine's) fast accession to the WTO and if possible we would like that to happen some time during the year,"" said Claude Veron-Reville, a spokesman for EU trade commissioner Peter Mandelson.""We acknowledge that business in Ukraine is now shaped and 98% of privatisations were carried out according to the law,"" Mr Yushchenko said on Monday.""Russia is Ukraine's eternal strategic partner,"" Mr Yushchenko said.
",business
135,unicode error,business
136,"Court rejects $280bn tobacco case
 
 A US government claim accusing the country's biggest tobacco companies of covering up the effects of smoking has been thrown out by an appeal court.In its case, the government claimed tobacco firms manipulated nicotine levels to increase addiction, targeted teenagers with multi-billion dollar advertising campaigns, lied about the dangers of smoking and ignored research to the contrary.But the Court of Appeals for the District of Columbia ruled that the US government could not sue the firms under legislation drawn up to counteract Mafia infiltration of business.",business
137,"Fannie Mae 'should restate books'
 
 US mortgage company Fannie Mae should restate its earnings, a move that is likely to put a billion-dollar dent in its accounts, watchdogs have said.The watchdog's chief accountant Donald Nicolaisen said that ""Fannie Mae's methodology of assessing, measuring and documenting hedge ineffectiveness was inadequate and was not supported"" by generally accepted accounting principles.
The investigation of Freddie Mac in June 2003 sparked concerns about the wider health of the industry and raised questionsmarks over the role of the Office of Federal Housing Enterprise Oversight (OFHEO), the industry's main regulator.",business
138,"Dutch bank to lay off 2,850 staff
 
 ABN Amro, the Netherlands' largest bank, is to cut 2,850 jobs as a result of falling profits.Deutsche Bank said earlier this month it would reduce its German workforce by 1,920 while as many as 300 jobs will be lost at Credit Suisse First Boston.
""To get any profit growth in the coming years, they will have to lower costs, so shedding jobs makes total sense,"" Ivo Geijsen, an analyst with Bank Oyens & Van Eeghen, told Bloomberg.",business
139,"Cairn shares slump on oil setback
 
 Shares in Cairn Energy, a UK oil firm, have closed down 18% after a disappointing drilling update and a warning over possible tax demands.""Cairn refutes the government's position,"" Mr Gammell said.The company said tests had shown no significant finds in one of its Indian oil fields, but was upbeat about the potential of other areas.",business
140,"Next chief executive Simon Wolfson admitted that festive sales were ""below where we would expect a normal Christmas to be"", but said sales should still top analyst expectations.Mr Wolfson also said that disappointing pre-Christmas sales were ""more to do with the fact that we went in with too much stock rather than (the fact that) demand wasn't there for the stock"".""In terms of all the worries about their trading pre-Christmas, it's a result,"" said Nick Bubb, an analyst at Evolution Securities.",business
141,"The firm, which last year made a number of other new finds in the Rajasthan area, said the latest discovery could lead to large gas volumes.Cairn Energy in Indian gas find
 
 Shares in Cairn Energy rose 3.8% to 1,088 pence on Tuesday after the UK firm announced a fresh gas discovery in northern India.Cairn's string of finds in Rajasthan last year saw it elevated to the FTSE 100 index of the UK's leading listed companies.",business
142,"Gazprom is set to merge with state oil firm Rosneft, the company that eventually acquired Yuganskneftegas, the main unit of embattled oil giant Yukos.Gazprom 'in $36m back-tax claim'
 
 The nuclear unit of Russian energy giant Gazprom is reportedly facing a 1bn rouble ($35.7m; £19.1m) back-tax claim for the 2001-2003 period.Gazprom is one of the key players in the complex Russian energy market, where the government of Vladimir Putin has made moves to regain state influence over the sector.",business
143,unicode error,business
144,"French wine gets 70m euro top-up
 
 The French government is to hand its struggling wine industry 70m euros ($91m) in aid to help it battle falling sales and damaging overproduction.The French wine industry, the world's second largest, has been hit by declining consumption at home and the growing popularity of New World wines.The aid package would ""create a positive climate around French viticulture,"" Mr Bussereau said.",business
145,"Oil prices have broken records in 2004, topping $50 a barrel at one point, driven up by a welter of worries about unrest in Iraq and Saudi Arabia, rising demand and supply bottlenecks.Mild winter drives US oil down 6%
 
 US oil prices have fallen by 6%, driven down by forecasts of a mild winter in the densely populated northeast.Statistics released last week showed that stockpiles of oil products in the US had risen, an indication that severe supply disruptions may not arise this winter, barring any serious incident.",business
146,"European losses hit GM's profits
 
 General Motors (GM) saw its net profits fall 37% in the last quarter of 2004, as it continued to be hit by losses at its European operations.Excluding special items, GM's global income from continuing operations totalled $569m during the quarter, down from $838m a year earlier.The fourth-quarter losses at General Motors Europe totalled $345m, up from $66m during the same period in 2003.",business
147,"LSE doubts boost bidders' shares
 
 Shares in Deutsche Boerse have risen more than 3% after a shareholder fund voiced opposition to the firm's planned takeover of the London Stock Exchange.In voicing its opposition to the planned takeover, TCI said it would prefer to see Deutsche Boerse return $500m (£350m) to shareholders.The Deutsche Boerse was prepared to pay for the LSE ""exceeds the potential benefits of this acquisition"", said TCI.",business
148,unicode error,business
149,"Tsunami 'to hit Sri Lanka banks'
 
 Sri Lanka's banks face hard times following December's tsunami disaster, officials have warned.In the public sector, more than one in ten of the state-owned People's Bank's customers in the south of Sri Lanka were affected, a bank spokesman told Reuters.The Sri Lanka Banks Association said the waves which killed more than 30,000 people also washed away huge amounts of property which was securing loans.",business
150,"Lesotho textile workers lose jobs
 
 Six foreign-owned textile factories have closed in Lesotho, leaving 6,650 garment workers jobless, union officers told the AP news agency.""We understand that some (owners)... were complaining that the South African rand was strong against the US dollar, and they were losing when exporting textiles and clothing to the United States,"" Mr Macaefa said at a news briefing in the capital, Maseru.In the mountainous country surrounded by South Africa, it is feared as many as 50,000 textile workers could lose their jobs, and Mr Mafeca said he expected more companies to leave.",business
151,"""The UK is looking strong going into the general election, but businesses need to prepare themselves for a jolt ahead as the Bank of England reacts to growth and inflationary pressures,"" said Peter Hemington, partner at BDO Stoy Hayward.Its BDO's output index - which predicts GDP movements a quarter in advance - remained at 100.8 for January, implying GDP growth at 2.9% in the second quarter of 2005.Economy 'strong' in election year
 
 UK businesses are set to prosper during the next few months - but this could trigger more interest rate rises, according to a report.",business
152,"""The combination of Foster's and Southcorp will transform the global wine industry and significantly enhance Australia's competitive position on the global stage,"" said Trevor O'Hoy, Foster's chief executive officer.Winemaker rejects Foster's offer
 
 Australian winemaker Southcorp has rejected a takeover offer worth 3.1bn Australian dollars ($2.3bn; £1.8bn) from brewing giant Foster's Group.""Southcorp's board has informed Foster's that it is not prepared to recommend the offer as it does not adequately reflect the strategic value of the company,"" said Southcorp chairman Brian Finn.",business
153,"Yukos accused of lying to court
 
 Russian oil firm Yukos lied to a US court in an attempt to stop the Russian government selling off its key production unit, the court has heard.Yukos argued that since it had a US subsidiary and local bank accounts, the US court could declare it bankrupt and stop the auction of Yugansk.By doing so, he said, the firm had intended to reinforce its US presence - and thus its chances of getting its case heard in US courts.",business
154,"Google's main service - its internet search - is free to users, so the firm makes much of its money from selling advertising space linked to the words for which its users search.Google shares fall as staff sell
 
 Shares in Google have fallen 6.7% after employees and early investors in the web search took advantage of the first chance to sell their holdings.However, analysts say they expected most shareholders would be holding back from selling all their shares immediately, as Google's good performance and future growth potential means demand will hold.",business
155,"South African car demand surges
 
 Car manufacturers with plants in South Africa, including BMW, General Motors, Toyota and Volkswagen, have seen a surge in demand during 2004.New vehicle sales jumped 22% to 449,603 from a year earlier, the National Association of Automobile Manufacturers of South Africa (NAAMSA) said.While domestic demand is set to continue to enjoy rapid growth, foreign sales could come under pressure, analysts said.",business
156,"Chief executive Geoff Dixon was quoted by The Australian newspaper as saying the carrier could no longer afford to remain ""all-Australian"".""We're going to have to get the lowest cost structure we can and that willmean sourcing things more and more from overseas,"" the newspaper quoted Qantas chief executive Geoff Dixon as saying.""Qantas announced a record profit last year and is on course this year for an even greater profit so it is totally unnecessary.""",business
157,unicode error,business
158,"Saudi investor picks up the Savoy
 
 London's famous Savoy hotel has been sold to a group combining Saudi billionaire investor Prince Alwaleed bin Talal and a unit of HBOS bank.Fairmont said it planned to invest $48m (£26m) in renovating parts of the Savoy including the River Room and suites with views over the River Thames.He also has substantial stakes in Fairmont Hotels & Resorts, which will manage the Savoy and Simpson's in the Strand, and Four Seasons.",business
159,"UK house prices dip in November
 
 UK house prices dipped slightly in November, the Office of the Deputy Prime Minister (ODPM) has said.All areas saw a rise in annual house price inflation in November except for Northern Ireland and the West Midlands, where the rate was unchanged, the ODPM said.It said annual inflation rose between October and November because prices had fallen by 1.1% in the same period in 2003.",business
160,"Russian media reported that India and Russia signed a memorandum of understanding on energy co-operation on Tuesday during a meeting between Oil and Natural Gas Corporation chairman Subir Raha, Gazprom chairman Aleksey Miller and India's petroleum minister Mani Shankar Aiyar.India and Russia in energy talks
 
 India and Russia are to work together in a series of energy deals, part of a pact which could see India invest up to $20bn in oil and gas projects.Russian news agencies reported that India's petroleum minister Mr Aiyar and Russian energy minister Viktor Khristenko would discuss the future of Yugansk at a meeting on Tuesday.",business
161,"Irish markets reach all-time high
 
 Irish shares have risen to a record high, with investors persuaded to buy into the market by low inflation and strong growth forecasts.""Buoyant economic conditions are set to continue in Ireland over the next few years and Irish equities continue to offer quality growth at a reasonable valuation.""Allied Irish Banks, Ireland's biggest company by capitalisation, touched a five year peak while Bank of Ireland shares rose to their highest level since August 2002.",business
162,"It made a loss of 27.2m euros in the first half of the current fiscal year and said that total debts will increase to 134.7m euros by the middle of 2006 unless a restructuring plan is pushed through.The company's shares tumbled after it said it has ""entered a life-threatening profitability and financial situation"".Stephen Schechter, a UK investment banker who has held talks with Borussia Dortmund over a possible bond sale, said the club needs a capital injection of 35m euros.",business
163,"""We found clues of possible market manipulation,"" the spokeswoman said, which included signs of linked bond trading ahead of the main trades on 2 August.Criminal probe on Citigroup deals
 
 Traders at US banking giant Citigroup are facing a criminal investigation in Germany over a controversial bond deal.The move was widely criticised at the time, and now the German regulator has said it has found evidence of possible market manipulation.",business
164,"Gold falls on IMF sale concerns
 
 The price of gold has fallen after the International Monetary Fund (IMF) said it will look at ways of using its gold reserves to provide debt relief.""Whatever happens the market is going to be disconcerted and on the back foot until the April IMF meetings,"" said John Reade, an analyst at UBS.While debt relief seems to have jumped to the top of the global agenda, not everyone is convinced that selling IMF gold is the best way forward.",business
165,"But his appointment has also raised hopes that it could bring in fresh investment - and perhaps even an improvement in the country's credit rating Mr Fischer first went to Israel for six months in 1973, and almost emigrated there before deciding finally to return to the US.Mr Fischer will face a delicate balancing act - both in political and economic terms - between Mr Sharon and finance minister Binyamin Netanyahu, who also backed his nomination.Israel looks to US for bank chief
 
 Israel has asked a US banker and former International Monetary Fund director to run its central bank.",business
166,"Two Nigerian banks set to merge
 
 Nigerian banks United Bank of Africa and Standard Trust Bank have agreed plans to merge and create the biggest bank in West Africa.Standard Trust is 100% Nigerian-owned, but United Bank has some foreign investors, including New York-based Global Depository Receipts (32.8%), and Banca Nazionale del Lavoro and Monte del Paschi di Siena, both from Italy, who each have a 2.4% stake.
""The boards of United Bank and Standard Trust, at separate meetings yesterday, approved arrangements to merge both institutions,"" Standard Trust said.",business
167,"Many of Manchester United's supporters own shares in the club, and the fan-based group Shareholders United is strongly opposed to any takeover by Mr Glazer.""The board continues to believe that Mr Glazer's business plan assumptions are aggressive,"" the statement said, ""and the direct and indirect financial strain on the business could be damaging.""Man Utd to open books to Glazer
 
 Manchester United's board has agreed to give US tycoon Malcolm Glazer access to its books.",business
168,"McDonald's to sponsor MTV show
 
 McDonald's, the world's largest restaurant chain, is to sponsor a programme on music channel MTV as part of its latest youth market promotion.The show Advance Warning highlights new talent and MTV reckons it will give McDonald's access to nearly 400 million homes in 162 countries.McDonald's has targeted the youth market in the past with its advertisements, signing up stars like jelly-legged dancer Justin Timberlake and all-woman singing group Destiny's Child.
",business
169,"""We believe the whole airline industry will now have to move in this direction; this will likely hurt revenue in the short run but could be beneficial in the long run,"" said analyst Ray Neidl at Calyon Securities.
Delta cuts fares in survival plan
 
 Delta Air Lines is cutting domestic fares by as much as 50% as part of a plan to ensure its financial survival.The airline says no one-way economy fare will now be priced higher than $499 (£264), and no first-class fare will be priced higher than $599.",business
170,"The report highlights the case of Sibneft, a Russian oil company that came close to merging with Yukos last year.""An increase in tax enforcement can increase the amount [of dividends and other income] outside shareholders will receive, even accounting for increased levels of taxation,"" the authors say.Since Yukos' founder, Mikhail Khodorkovsky, was arrested a year ago, the Russian market has dropped by 10% - an indication that few investors feel optimistic about the salutary effect on corporate performance.
",business
171,"""The concern is that traders might interpret this big jump in the core PPI as an impetus for the Fed to be more aggressive than a measured move in moving rates,"" said Paul Cherney, chief market analyst at Standard & Poor's.The university's index of consumer spending fell to 94.2 in early February from 95.5 in January, which could indicate a fall in retail spending by the US public.""The PPI would argue for Greenspan to continue to raise rates at a measured pace,"" said Joe Quinlan, chief market stategist at Bank of America Capital Management.",business
172,"""This should save investors from having to take their case to the Financial Ombudsman Service, something, no doubt, that will be very welcome,"" Rob McIvor, FSA spokesman, told BBC News.Investors in these two firms may now have to take any compensation claim to the Financial Ombudsman Service or the courts.
Split-caps pay £194m compensation
 
 Investors who lost money following the split-capital investment trust scandal are to receive £194m compensation, the UK's financial watchdog has announced.",business
173,"GM, Ford cut output as sales fall
 
 US car firms General Motors (GM) and Ford have been forced to cut production in the face of falling car sales.US sales at GM sank 12.7% in February compared to a year ago while Ford sales dropped 3% as foreign rivals took a bigger share of the market.""The calendar year is starting off slower than expected, both for GM and the industry,"" said Mark LaNeve, GM's vice president for North American sales, service and marketing.",business
174,"""SAIC is extremely concerned to ensure that its money is used to invest in the business rather than be distributed to the shareholders,"" the newspaper quotes a source close to the Chinese firm.But Rover told BBC News that reports of job cuts were ""speculation"".Rover deal 'may cost 2,000 jobs'
 
 Some 2,000 jobs at MG Rover's Midlands plant may be cut if investment in the firm by a Chinese car maker goes ahead, the Financial Times has reported.",business
175,"Business confidence dips in Japan
 
 Business confidence among Japanese manufacturers has weakened for the first time since March 2003, the quarterly Tankan survey has found.""It will feel a bit slower (next year) than this year, and growth may be a bit more gentle but the situation is that the recovery will continue,"" said economy minister Heizo Takenaka.In the Bank of Japan's December survey, the balance of big manufacturers saying business conditions are better, minus those saying they are worse, was 22, down from 26 in September.",business
176,"The Argentine Work Ministry has been mediating in the conflict and it could call an ""obligatory conciliation"", which would force both sides to find a solution and put an end to the conflict.Train strike grips Buenos Aires
 
 A strike on the Buenos Aires underground has caused traffic chaos and large queues at bus stops in the Argentine capital.Tube workers walked out last week demanding a 53% pay rise and in protest against the installation of automatic ticket machines.",business
177,"Ukraine strikes Turkmen gas deal
 
 Ukraine has agreed to pay 30% more for natural gas supplied by Turkmenistan.The deal was sealed three days after Turkmenistan cut off gas supplies in a price dispute that threatened the Ukrainian economy.On Friday, Turkmenistan acted on a threat and shut off gas supplies to Ukraine in attempt to bring the price dispute to a head.",business
178,"Soros group warns of Kazakh close
 
 The Open Society Institute (OSI), financed by billionaire George Soros, has accused Kazakhstan officials of trying to close down its local office.""This legal prosecution can be considered an attempt by the government to force Soros Foundation-Kazakhstan to cease its activities in Kazakhstan and shut its doors for Kazakh citizens and organisations,"" the OSI said.In the Ukraine earlier this year, Mr Soros - who took on the Bank of England in the 1990s - and won, was pelted by protestors.",business
179,"French consumer spending rising
 
 French consumers increased their spending by 1.5% in January, a figure which bodes well for the country's economic growth, figures revealed.""It's a growth that will remain fragile and vulnerable to risks like a strong rise in long-term interest rates, tension in the oil price,"" Emmanuel Ferry, from Exane BNP Paribas told Reuters news agency.Consumer spending fuelled France's economic growth in the last quarter of 2004 and analysts expect that it will continue to support the economy.",business
180,"The report adds ""an important building block to our understanding of how the business community is experiencing the HIV/Aids epidemic and to whether and how it is reacting,"" said David Bloom, professor of economics and demography at the Harvard School of Public Health.""Too few companies are responding proactively to the social and business threats,"" said Dr Kate Taylor, head of the WEF's global Health Initiative.""Effective action on HIV/Aids is synonymous with good business management and leads to more profitable and sustainable operations,"" said Brian Brink, senior vice-president, health, at Anglo-American.",business
181,"The comments come a day after US Treasury Secretary John Snow said a strong dollar was ""in America's interest"".Europe blames US over weak dollar
 
 European leaders have openly blamed the US for the sharp rise in the value of the euro.The European ministers' comments, said Junya Tanase of JPMorgan Chase bank in Tokyo, were ""generally too weak to produce a market reaction"".",business
182,"Lt Col Eric Schnaible of the PCO told the Associated Press news agency Contrack's withdrawal from the transportation contract was a ""mutually agreed-to separation"" and did not indicate a movement by US companies to leave Iraq.""Members of the joint venture including Contrack are committed to the ongoing reconstruction efforts, are actively working in Iraq and continue to look for new construction opportunities in the country,"" it said in a statement.US firm pulls out of Iraq
 
 A US company has pulled out of a major contract to rebuild Iraq's transport system after attacks on reconstruction efforts, Pentagon officials have said.",business
183,"Umbro profits lifted by Euro 2004
 
 UK sportswear firm Umbro has posted a 222% rise in annual profit after sales of replica England football kits were boosted by the Euro 2004 tournament.The firm, reporting its first annual results since listing on the London Stock Exchange in June, said the UK market had seen sales growth of 8% last year.In January, Umbro announced its sponsorship agreement with Chelsea, which gave Umbro the lucrative right to make replica shirts, would end in 2006, five years earlier than expected.",business
184,"""February was another good month in the manufacturing sector,"" said ISM survey chairman Norbert Ore.
 
 ""While the overall rate of growth is slowing, the overall picture is improving as price increases and shortages are becoming less of a problem.Slowdown hits US factory growth
 
 US industrial production increased for the 21st month in a row in February, but at a slower pace than in January, official figures show.The ISM's index of national manufacturing activity is compiled from the responses of purchasing executives at more than 400 industrial companies.
",business
185,"US bank 'loses' customer details
 
 The Bank of America has revealed it has lost computer tapes containing account details of more than one million customers who are US federal employees.""We, with federal law authorities, have done a very robust, thorough investigation on this and neither we nor they would make the statement lightly that we believe those tapes to be lost,"" Alexandra Tower, a spokeswoman for the North Carolina-based bank, told Time magazine.""Whether it is identity theft, terrorism, or other theft, in this new complicated world baggage handlers should have background checks and more care should be taken for who is hired for these increasingly sensitive positions,"" the Democrat senator said.",business
186,"Irish duo could block Man Utd bid
 
 Irishmen JP McManus and John Magnier, who own a 29% stake in Manchester United, will reportedly reject any formal £800m offer for the club.Mr Glazer's financial backers, including JP Morgan, the US investment bank have said they won't back a bid unless it receives backing from the owners of at least 75% of the club's shares.Irish billionaires Mr McManus and Mr Magnier are said to believe that an £800m bid undervalues club prospects.",business
187,"German bidder in talks with LSE
 
 Deutsche Boerse bosses have held ""constructive, professional and friendly"" talks with the London Stock Exchange (LSE), its chief has said.But, Hans Reckers, a board member of Germany's central bank, the Bundesbank, said that cash trading should also remain in Frankfurt, something Deutsche Boerse could move to the UK.In a statement on Thursday, Euronext said any offer was likely to be solely in cash, but added that: ""There can be no assurances at this stage that any offer will be made.""",business
188,"""Manufacturing is a cyclical area of the economy and if it's showing job growth, it's a good indication that the economy is on a solid growth track.""Steady job growth continues in US
 
 The US created fewer jobs than expected in December, but analysts said that the dip in hiring was not enough to derail the world's biggest economy.Job creation was one of last year's main concerns for the US economy, and proved to be a main topic of debate in the US presidential election.",business
189,"A £1.3bn offer from Deutsche Boerse has already been rejected, while Euronext has said it will make an all cash bid.The newspaper also claimed Mr Seifert was becoming ""increasingly frustrated"" with the pace of negotiations since Deutsche Boerse's £1.3bn offer was rejected in mid-December, in particular the LSE's decision to suspend talks over the Christmas period.Both Deutsche Boerse and rival Euronext held talks with the London market last week over a possible offer.",business
190,"Palaniappan Chidambaram, India's finance minister, argued that these organisations need to take into account the changing world order, given India and China's integration into the global economy.Mr Chidambaram is attending the G7 meeting as part of the G20 group of nations, which account for two thirds of the world's population.In London on Thursday ahead of the meeting, India's finance minister, lashed out at the restrictive trade policies of the G7 nations.",business
191,"In a statement, Mr Rangel said the land reform is not against the constitution, which permits private property, while stressing the efforts are to ""vindicate social and economically"" years of inequality in the country.Administrators of the ranch, however, have complained that pro-Chavez squatters have taken over 80% of the property in the last four years, and the UK government has asked Venezuelan authorities to resolve the conflict.Vice president Jose Vicente Rangel has said farmers and ranchers with their titles in order and their lands productive have ""nothing to fear.""",business
192,unicode error,business
193,"President Bush's proposals would see the Pentagon's budget rise by $19bn to $419.3bn while homeland security would get an extra $2bn.Bush to outline 'toughest' budget
 
 President Bush is to send his toughest budget proposals to date to the US Congress, seeking large cuts in domestic spending to lower the deficit.""The cost of everything he [President Bush] advocates explodes,"" he said.
",business
194,"In his new job as Renault chief executive, Mr Ghosn will devote 40% of his time to Renault, 40% to Nissan and the rest to the group's activities in North America and other key markets.Mr Ghosn said Mr Shiga's appointment would ensure a ""seamless"" transition in management.Mr Shiga will nominally serve as Mr Ghosn's deputy.",business
195,"Worldcom director ends evidence
 
 The former chief financial officer at US telecoms firm WorldCom has finished giving evidence at the trial of his ex-boss Bernie Ebbers.Mr Ebbers is on trial for fraud and conspiracy in relation to WorldCom's collapse in 2002.""At that point in time,"" Mr Sullivan said, referring to the first false entries in late 2000, ""I knew it was wrong and I knew it was against the law, but I thought we would get through it in the short term.""",business
196,"Standard Life concern at LSE bid
 
 Standard Life is the latest shareholder in Deutsche Boerse to express concern at the German stock market operator's plans to buy the London Stock Exchange.""The onus is on Deutsche Boerse's management to demonstrate why the purchase of the LSE creates more value for shareholders than other strategies, such as a buyback,"" said Richard Moffat, investment director of UK Equities at Standard Life Investments.But the London exchange is also holding talks with Deutsche Boerse's rival Euronext, which operates the Amsterdam, Brussels, Lisbon and Paris exchanges, as well as London-based international derivatives market Liffe.
",business
197,"WorldCom bosses' $54m payout
 
 Ten former directors at WorldCom have agreed to pay $54m (£28.85m), including $18m from their own pockets, to settle a class action lawsuit, reports say.The ten former outside directors are James Allen, Judith Areen, Carl Aycock, Max Bobbitt, Clifford Alexander, Stiles Kellett, Gordon Macklin, John Porter, Lawrence Tucker and the estate of John Sidgmore, who died last year.""None of the 10 former directors was a direct participant in the accounting machinations of the WorldCom fraud,"" said the Wall Street Journal (WSJ).",business
198,"Indy buys into India paper
 
 Irish publishing group Independent News & Media is buying up a 26% stake in Indian newspaper company Jagran in a deal worth 25m euros ($34.1m).Group advertising revenues were up over 10% year-on-year, the group said, with overall circulation revenues are expected to increase almost 10% year-on-year.Meanwhile, the group made no comment about the future of the Independent newspaper despite recent speculation that Sir Anthony had held talks with potential buyers over a stake in the daily publication.",business
199,"""I can see it finishing the year around $1.35 and we can see that it's going to be a steady track upward for the euro/dollar in 2005, finishing the year around $1.40,"" said Adrian Hughes, currency strategist with HSBC in London.
Thursday's new low for the dollar came after data was released showing year-on-year sales of new homes in the US had fallen 12% in November - with some analysts saying this could indicate problems ahead for consumer activity.""It's absolutely essential that at the meeting of the G7 our American friends understand that we need coordinated management at the world level,"" said Mr Gaymard.",business
200,"Trial begins of Spain's top banker
 
 The trial of Emilio Botin, the chairman of Spain's most powerful bank, Santander Central Hispano, has started in Madrid.Mr Botin is accused of misusing the bank's funds after he approved the payment of 160m euros ($208m; £111m) in bonus and pension payouts to two former executives.Both executives helped Mr Botin orchestrate Spain's biggest bank merger, between Santander and Banco Central Hispano, in 1999.",business
201,"Prosecutors are seeking indictments against Mr Tanzi and 28 others - including several members of his family and former Parmalat chief financial officer Fausto Tonna - for alleged manipulation of stock market prices and making misleading statements to accountants and Italy's financial watchdog.Parmalat founder offers apology
 
 The founder and former boss of Parmalat has apologised to investors who lost money as a result of the Italian dairy firm's collapse.""I apologise to all who have suffered so much damage as a result of my schemes to make my dream of an industrial project come true,"" Mr Tanzi's statement said.",business
202,"According to Standard & Poor's, which has recently upgraded Mexico's sovereign debt rating, the rise in remittances helps protect the Mexican economy against a potential fall in the international oil prices.Mexican in US send $16bn home
 
 Mexican labourers living in the US sent a record $16.6bn (£8.82bn) home last year.The Bank of Mexico said that remittances grew 24% last year and now represent the country's second-biggest source of income after oil.",business
203,"And Mr Greenspan warned Asian states could soon stop funding the US deficit.Markets fall on weak dollar fears
 
 Rising oil prices and the sinking dollar hit shares on Monday after a finance ministers' meeting and stern words from Fed chief Alan Greenspan.""It seems persuasive that, given the size of the US current account deficit, a diminished appetite for adding to dollar balances must occur at some point,"" he said.
",business
204,"""It is a positive development for carriers and the investment community, looking to take a longer-term view of the huge growth in the Indian telecoms market,"" said Gartner's principal analyst Kobita Desai.""The FDI relaxation coupled with rapid local market growth could really ignite interest in the Indian telecommunication industry,"" added Ernst and Young's Sanjay Mehta.Potential foreign investors will however need government approval before they increase their stake beyond 49%, Mr Maran said.",business
205,"""Despite weak growth in the third quarter, the forces sustaining the upswing remain intact and the economy will expand robustly in 2005 and 2006,"" NIESR said, adding that ""the economy will become better balanced over the next two years as exports stage a recovery"".UK 'risks breaking golden rule'
 
 The UK government will have to raise taxes or rein in spending if it wants to avoid breaking its ""golden rule"", a report suggests.According to NIESR, if the government's current economic cycle runs until March 2006 then it is ""unlikely"" the golden rule will be met.",business
